보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
괴안동 142-2,1,,경기도 부천시 괴안동 142-2,,,,,032-625-6799,경기도 부천시청,2020-10-22
괴안동 147-1,1,경기도 부천시 안곡로86번길 37,경기도 부천시 괴안동 147-1,37.47728173,126.8102751,2007,,032-625-6755,경기도 부천시청,2020-10-22
괴안동 149-2,1,,경기도 부천시 괴안동 149-2,,,2005,,032-625-6678,경기도 부천시청,2020-10-22
괴안동 149-4,1,경기도 부천시 범안로57번길 16,경기도 부천시 괴안동 149-4,37.47654056,126.8088253,2008,,032-625-6699,경기도 부천시청,2020-10-22
괴안동 149-4 (95-5 앞),1,경기도 부천시 범안로57번길 16,경기도 부천시 괴안동 149-4 (95-5 앞),37.47654056,126.8088253,2005,,032-625-6668,경기도 부천시청,2020-10-22
괴안동 149-4 (95-8앞),1,경기도 부천시 범안로57번길 16,경기도 부천시 괴안동 149-4 (95-8앞),37.47654056,126.8088253,2006,,032-625-6782,경기도 부천시청,2020-10-22
괴안동 149-4(105-17 옆),1,경기도 부천시 범안로57번길 16,경기도 부천시 괴안동 149-4(105-17 옆),37.47654056,126.8088253,2006,,032-625-6676,경기도 부천시청,2020-10-22
괴안동 151-12,1,경기도 부천시 은성로 109-26,경기도 부천시 괴안동 151-12,37.47516812,126.8048404,,,032-625-6777,경기도 부천시청,2020-10-22
괴안동 159-15,1,경기도 부천시 안곡로 145-2,경기도 부천시 괴안동 159-15,37.4821502,126.8167616,,,032-625-7058,경기도 부천시청,2020-10-22
괴안동 159-5,1,경기도 부천시 안곡로 143,경기도 부천시 괴안동 159-5,37.48190499,126.8166718,2015,,032-625-6856,경기도 부천시청,2020-10-22
괴안동 16-4,1,,경기도 부천시 괴안동 16-4,,,2014,,032-625-6966,경기도 부천시청,2020-10-22
괴안동 16-4,1,,경기도 부천시 괴안동 16-4,,,2014,,032-625-6868,경기도 부천시청,2020-10-22
괴안동 16-4,1,,경기도 부천시 괴안동 16-4,,,2014,,032-625-6869,경기도 부천시청,2020-10-22
괴안동 16-4,1,,경기도 부천시 괴안동 16-4,,,2014,,032-625-7049,경기도 부천시청,2020-10-22
괴안동 164-6,1,,경기도 부천시 괴안동 164-6,37.47591784,126.8048882,2007,,032-625-6814,경기도 부천시청,2020-10-22
괴안동 164-6,1,,경기도 부천시 괴안동 164-6,37.47591784,126.8048882,2006,,032-625-6815,경기도 부천시청,2020-10-22
괴안동  165 (165-9 옆),1,,경기도 부천시 괴안동 165 (165-9 옆),37.48289647,126.8169135,1986,,032-625-7004,경기도 부천시청,2020-10-22
괴안동 165-1,1,경기도 부천시 안곡로149번길 30,경기도 부천시 괴안동 165-1,37.48289647,126.8169135,2013,,032-625-6875,경기도 부천시청,2020-10-22
괴안동 167-10,1,경기도 부천시 경인로548번길 28,경기도 부천시 괴안동 167-10,37.4847882,126.8160852,2007,,032-625-6913,경기도 부천시청,2020-10-22
괴안동 167-7,1,경기도 부천시 안곡로205번길 57,경기도 부천시 괴안동 167-7,37.48523063,126.8161073,2012,,032-625-6879,경기도 부천시청,2020-10-22
괴안동 167-8,1,경기도 부천시 경인로548번길 22,경기도 부천시 괴안동 167-8,37.48512981,126.8161664,2007,,032-625-7254,경기도 부천시청,2020-10-22
괴안동 171-15 (107-13 앞),1,경기도 부천시 경인로484번길 36,경기도 부천시 괴안동 171-15 (107-13 앞),37.48059894,126.8089733,1986,,032-625-6742,경기도 부천시청,2020-10-22
괴안동 171-15 (99-26 앞),1,경기도 부천시 경인로484번길 36,경기도 부천시 괴안동 171-15 (99-26 앞),37.48059894,126.8089733,1986,,032-625-6727,경기도 부천시청,2020-10-22
괴안동 171-18,1,경기도 부천시 경인로484번길 28,경기도 부천시 괴안동 171-18,37.48208818,126.8094489,1986,,032-625-6811,경기도 부천시청,2020-10-22
괴안동 171-18 (171-15),1,경기도 부천시 경인로484번길 28,경기도 부천시 괴안동 171-18 (171-15),37.48208818,126.8094489,2007,,032-625-6665,경기도 부천시청,2020-10-22
괴안동 171-18 (171-15),1,경기도 부천시 경인로484번길 28,경기도 부천시 괴안동 171-18 (171-15),37.48208818,126.8094489,2005,,032-625-6754,경기도 부천시청,2020-10-22
괴안동 171-18 앞,1,경기도 부천시 경인로484번길 28,경기도 부천시 괴안동 171-18 앞,37.48208818,126.8094489,2008,,032-625-6645,경기도 부천시청,2020-10-22
괴안동 171-18 옆,1,경기도 부천시 경인로484번길 28,경기도 부천시 괴안동 171-18 옆,37.48208818,126.8094489,2005,,032-625-6661,경기도 부천시청,2020-10-22
괴안동 171-6,1,,경기도 부천시 괴안동 171-6,37.48100183,126.8062905,1986,,032-625-6666,경기도 부천시청,2020-10-22
괴안동 171-6,1,,경기도 부천시 괴안동 171-6,37.48100183,126.8062905,1986,,032-625-6704,경기도 부천시청,2020-10-22
괴안동 171-6(대진아파트담장),1,,경기도 부천시 괴안동 171-6(대진아파트담장),37.48100183,126.8062905,1986,,032-625-6705,경기도 부천시청,2020-10-22
괴안동 173-3(110-28 앞),1,경기도 부천시 경인로484번길 20,경기도 부천시 괴안동 173-3(110-28 앞),37.48249218,126.8096695,1986,,032-625-6691,경기도 부천시청,2020-10-22
괴안동 174-18,1,,경기도 부천시 괴안동 174-18,,,1986,,032-625-6703,경기도 부천시청,2020-10-22
괴안동 175-4,1,경기도 부천시 경인로562번길 20,경기도 부천시 괴안동 175-4,37.48575903,126.8175352,1986,,032-625-6939,경기도 부천시청,2020-10-22
괴안동 176-4,1,경기도 부천시 경인로548번길 27-24,경기도 부천시 괴안동 176-4,37.48487204,126.8172796,2015,,032-625-6860,경기도 부천시청,2020-10-22
괴안동 179-13,1,경기도 부천시 부광로41번길 86,경기도 부천시 괴안동 179-13,37.48352583,126.8183773,2006,,032-625-7237,경기도 부천시청,2020-10-22
괴안동 179-9 번지 옆,1,경기도 부천시 안곡로159번길 8,경기도 부천시 괴안동 179-9 번지 옆,37.48301361,126.8180891,2016,,032-625-6850,경기도 부천시청,2020-10-22
괴안동 183-8,1,경기도 부천시 경인로562번길 51,경기도 부천시 괴안동 183-8,37.48449534,126.8183976,2007,,032-625-7251,경기도 부천시청,2020-10-22
괴안동 184-17,1,경기도 부천시 안곡로197번길 7-6,경기도 부천시 괴안동 184-17,37.48559465,126.8184447,2007,,032-625-7136,경기도 부천시청,2020-10-22
괴안동 184-36,1,경기도 부천시 안곡로187번길 8-1,경기도 부천시 괴안동 184-36,37.48505061,126.8185591,2011,,032-625-7124,경기도 부천시청,2020-10-22
괴안동 188-2,1,경기도 부천시 경인로575번가길 27,경기도 부천시 괴안동 188-2,37.48707718,126.8169395,2008,,032-625-7169,경기도 부천시청,2020-10-22
괴안동 188-36,1,경기도 부천시 경인로557번길 12,경기도 부천시 괴안동 188-36,37.48691089,126.8166143,1986,,032-625-7257,경기도 부천시청,2020-10-22
괴안동 189-15,1,경기도 부천시 경인로575번길 25,경기도 부천시 괴안동 189-15,37.48808415,126.8178733,2004,,032-625-7252,경기도 부천시청,2020-10-22
쌈지공원 한성빌라 옆,1,,경기도 부천시 괴안동 189-3,,,,전용주,032-625-3573,경기도 부천시청,2020-10-22
괴안동 190-11,1,경기도 부천시 경인로587번길 19,경기도 부천시 괴안동 190-11,37.48843192,126.8190348,2016,,032-625-6851,경기도 부천시청,2020-10-22
괴안동 190-47 (철길쪽),1,경기도 부천시 경인로577번길 42,경기도 부천시 괴안동 190-47 (철길쪽),37.48871592,126.8185638,2006,,032-625-6979,경기도 부천시청,2020-10-22
괴안동 190-50,1,경기도 부천시 경인로577번길 26,경기도 부천시 괴안동 190-50,37.48839827,126.8182434,2006,,032-625-6962,경기도 부천시청,2020-10-22
괴안동 199-2,1,경기도 부천시 경인로 595,경기도 부천시 괴안동 199-2,37.48861076,126.8205043,1986,,032-625-6937,경기도 부천시청,2020-10-22
괴안동 200-2,1,경기도 부천시 경인로587번길 18-11,경기도 부천시 괴안동 200-2,37.48876799,126.819622,2011,,032-625-6971,경기도 부천시청,2020-10-22
괴안동 200-4,1,경기도 부천시 경인로597번길 23,경기도 부천시 괴안동 200-4,37.4889632,126.820006,2011,,032-625-6863,경기도 부천시청,2020-10-22
쌈지공원 역곡 보안등,1,경기도 부천시 경인로577번길 50,경기도 부천시 괴안동 201,37.48902995,126.8188796,,전용주,032-625-3573,경기도 부천시청,2020-10-22
괴안동 201-16 앞,1,경기도 부천시 경인로577번가길 39,경기도 부천시 괴안동 201-16 앞,37.48914298,126.8197297,2013,,032-625-7122,경기도 부천시청,2020-10-22
괴안동 201-19,1,경기도 부천시 경인로577번길 62,경기도 부천시 괴안동 201-19,37.48936234,126.8194125,2006,,032-625-6907,경기도 부천시청,2020-10-22
괴안동 201-4,1,경기도 부천시 경인로597번길 39,경기도 부천시 괴안동 201-4,37.48955732,126.8196518,1986,,032-625-7142,경기도 부천시청,2020-10-22
괴안동 203 (210-2),1,,경기도 부천시 괴안동 203 (210-2),37.48902384,126.820366,1986,,032-625-7127,경기도 부천시청,2020-10-22
괴안동 205-2,1,,경기도 부천시 괴안동 205-2,,,2014,,032-625-7110,경기도 부천시청,2020-10-22
괴안동 205-2,1,,경기도 부천시 괴안동 205-2,,,2014,,032-625-6874,경기도 부천시청,2020-10-22
괴안동 205-2,1,,경기도 부천시 괴안동 205-2,,,2014,,032-625-7054,경기도 부천시청,2020-10-22
괴안동 205-3,1,,경기도 부천시 괴안동 205-3,,,2014,,032-625-7052,경기도 부천시청,2020-10-22
괴안동 205-3,1,,경기도 부천시 괴안동 205-3,,,2014,,032-625-7053,경기도 부천시청,2020-10-22
괴안동 205-3,1,,경기도 부천시 괴안동 205-3,,,2014,,032-625-6917,경기도 부천시청,2020-10-22
괴안동 205-3,1,,경기도 부천시 괴안동 205-3,,,2014,,032-625-7051,경기도 부천시청,2020-10-22
괴안동 205-3,1,,경기도 부천시 괴안동 205-3,,,2014,,032-625-7109,경기도 부천시청,2020-10-22
괴안동 205-3,1,,경기도 부천시 괴안동 205-3,,,2014,,032-625-6873,경기도 부천시청,2020-10-22
괴안동 211-1,1,,경기도 부천시 괴안동 211-1,,,2013,,032-625-6683,경기도 부천시청,2020-10-22
괴안동 211-1,1,,경기도 부천시 괴안동 211-1,,,2013,,032-625-6774,경기도 부천시청,2020-10-22
괴안동 211-1 (성심고가교 밑),1,,경기도 부천시 괴안동 211-1 (성심고가교 밑),,,2006,,032-625-6801,경기도 부천시청,2020-10-22
괴안동 211-1 (성심고가교 밑),1,,경기도 부천시 괴안동 211-1 (성심고가교 밑),,,1987,,032-625-6757,경기도 부천시청,2020-10-22
괴안동 211-1 도로(성심고가 계단),1,,경기도 부천시 괴안동 211-1 도로(성심고가 계단),,,2012,,032-625-6780,경기도 부천시청,2020-10-22
괴안동 211-1(성심고가교 밑),1,,경기도 부천시 괴안동 211-1(성심고가교 밑),,,1987,,032-625-6761,경기도 부천시청,2020-10-22
괴안동 2-15,1,경기도 부천시 경인로463번길 7,경기도 부천시 괴안동 2-15,37.48264255,126.8068289,1986,,032-625-6764,경기도 부천시청,2020-10-22
괴안동 224-7,1,,경기도 부천시 괴안동 224-7,,,2005,,032-625-6728,경기도 부천시청,2020-10-22
괴안동 224-7,1,,경기도 부천시 괴안동 224-7,,,1986,,032-625-6731,경기도 부천시청,2020-10-22
괴안동 224-7,1,,경기도 부천시 괴안동 224-7,,,1986,,032-625-6737,경기도 부천시청,2020-10-22
괴안동 224-8,1,,경기도 부천시 괴안동 224-8,,,1986,,032-625-6681,경기도 부천시청,2020-10-22
괴안동 2-30,1,경기도 부천시 경인로463번길 15,경기도 부천시 괴안동 2-30,37.48290188,126.8067333,1986,,032-625-6762,경기도 부천시청,2020-10-22
괴안동 23-22,1,,경기도 부천시 괴안동 23-22,,,2014,,032-625-6916,경기도 부천시청,2020-10-22
괴안동 234-2,1,,경기도 부천시 괴안동 234-2,,,,,032-625-6775,경기도 부천시청,2020-10-22
괴안동 234-3,1,,경기도 부천시 괴안동 234-3,,,,,032-625-6628,경기도 부천시청,2020-10-22
괴안동 238-11,1,경기도 부천시 은성로 109-26,경기도 부천시 괴안동 238-11,37.47516812,126.8048404,,,032-625-6634,경기도 부천시청,2020-10-22
괴안동 239-5 (2),1,,경기도 부천시 괴안동 239-5 (2),,,2008,,032-625-6695,경기도 부천시청,2020-10-22
괴안동 239-5 (3) (204-15앞),1,,경기도 부천시 괴안동 239-5 (3) (204-15앞),,,2008,,032-625-6662,경기도 부천시청,2020-10-22
괴안동 239-5 (4) (266-35앞),1,,경기도 부천시 괴안동 239-5 (4) (266-35앞),,,2008,,032-625-6640,경기도 부천시청,2020-10-22
괴안동 239-5(1),1,,경기도 부천시 괴안동 239-5(1),,,2008,,032-625-6824,경기도 부천시청,2020-10-22
괴안동 241-3,1,,경기도 부천시 괴안동 241-3,,,2008,,032-625-6707,경기도 부천시청,2020-10-22
괴안동 241-4 (2),1,,경기도 부천시 괴안동 241-4 (2),,,2008,,032-625-6831,경기도 부천시청,2020-10-22
괴안동 241-5 (1),1,,경기도 부천시 괴안동 241-5 (1),,,2008,,032-625-6838,경기도 부천시청,2020-10-22
괴안동 241-8 옆 (241-7),1,,경기도 부천시 괴안동 241-8 옆 (241-7),,,2011,,032-625-6776,경기도 부천시청,2020-10-22
괴안동 2-6 앞,1,,경기도 부천시 괴안동 2-6 앞,,,1986,,032-625-6667,경기도 부천시청,2020-10-22
괴안동 28-10,1,경기도 부천시 범안로22번길 51,경기도 부천시 괴안동 28-10,37.47936843,126.8036401,1986,,032-625-6833,경기도 부천시청,2020-10-22
괴안동 28-2,1,경기도 부천시 안곡로 11,경기도 부천시 괴안동 28-2,37.47901886,126.8036481,2006,,032-625-6788,경기도 부천시청,2020-10-22
괴안동 30-5,1,경기도 부천시 소안로 32-6,경기도 부천시 괴안동 30-5,37.47743797,126.8022568,2016,,032-625-6624,경기도 부천시청,2020-10-22
괴안동 31-15,1,경기도 부천시 안곡로16번길 42,경기도 부천시 괴안동 31-15,37.4771309,126.8039851,1986,,032-625-6688,경기도 부천시청,2020-10-22
괴안동 31-18번지 앞,1,경기도 부천시 안곡로16번길 48,경기도 부천시 괴안동 31-18번지 앞,37.4768209,126.8039497,2002,,032-625-6669,경기도 부천시청,2020-10-22
괴안동 31-21,1,경기도 부천시 안곡로 12-4,경기도 부천시 괴안동 31-21,37.47874125,126.803592,2011,,032-625-6658,경기도 부천시청,2020-10-22
괴안동 31-23,1,경기도 부천시 안곡로 12,경기도 부천시 괴안동 31-23,37.47876315,126.8037547,2009,,032-625-6656,경기도 부천시청,2020-10-22
괴안동 31-24,1,경기도 부천시 안곡로16번길 6,경기도 부천시 괴안동 31-24,37.4786481,126.8039268,2014,,032-625-6778,경기도 부천시청,2020-10-22
괴안동 3-13,1,경기도 부천시 범안로7번길 19,경기도 부천시 괴안동 3-13,37.48145944,126.8062305,1986,,032-625-6687,경기도 부천시청,2020-10-22
괴안동 31-4,1,경기도 부천시 안곡로16번길 18,경기도 부천시 괴안동 31-4,37.47818351,126.8041225,2008,,032-625-6786,경기도 부천시청,2020-10-22
괴안동 3-16,1,경기도 부천시 경인로 462,경기도 부천시 괴안동 3-16,37.48193672,126.8071744,1986,,032-625-6807,경기도 부천시청,2020-10-22
괴안동 3-16 한아름 아파트 나동 입구,1,,경기도 부천시 괴안동 3-16 한아름 아파트 나동 입구,,,2016,,032-625-6619,경기도 부천시청,2020-10-22
괴안동 31-7 앞,1,,경기도 부천시 괴안동 31-7 앞,,,1986,,032-625-6735,경기도 부천시청,2020-10-22
괴안동 3-18,1,경기도 부천시 경인옛로 138-12,경기도 부천시 괴안동 3-18,37.4815174,126.8064067,1986,,032-625-6674,경기도 부천시청,2020-10-22
괴안동 32-3,1,경기도 부천시 안곡로 22,경기도 부천시 괴안동 32-3,37.4787717,126.8045642,1986,,032-625-6685,경기도 부천시청,2020-10-22
괴안동 32-3 (31-6 앞),1,,경기도 부천시 괴안동 32-3 (31-6 앞),37.4787717,126.8045642,2002,,032-625-6787,경기도 부천시청,2020-10-22
괴안동 33,1,경기도 부천시 안곡로 22,경기도 부천시 괴안동 33,37.4787717,126.8045642,1986,,032-625-6805,경기도 부천시청,2020-10-22
괴안동 33,1,경기도 부천시 안곡로 22,경기도 부천시 괴안동 33,37.4787717,126.8045642,2007,,032-625-6827,경기도 부천시청,2020-10-22
괴안동 33 (31-13 앞),1,,경기도 부천시 괴안동 33 (31-13 앞),37.4787717,126.8045642,2011,,032-625-6745,경기도 부천시청,2020-10-22
괴안동 3-35,1,경기도 부천시 범안로7번길 33,경기도 부천시 괴안동 3-35,37.4815798,126.8070985,1986,,032-625-6682,경기도 부천시청,2020-10-22
괴안동 3-37,1,경기도 부천시 경인로 458-11,경기도 부천시 괴안동 3-37,37.4817526,126.806985,1986,,032-625-6736,경기도 부천시청,2020-10-22
괴안동 3-39,1,경기도 부천시 경인로 458-7,경기도 부천시 괴안동 3-39,37.48193262,126.8068715,2015,,032-625-6626,경기도 부천시청,2020-10-22
괴안동 34,1,경기도 부천시 안곡로 22,경기도 부천시 괴안동 34,37.4787717,126.8045642,1986,,032-625-6718,경기도 부천시청,2020-10-22
괴안동 34,1,경기도 부천시 안곡로 22,경기도 부천시 괴안동 34,37.4787717,126.8045642,1986,,032-625-6726,경기도 부천시청,2020-10-22
